,s,survival F
0,1.5,0.31327912084337184
1,2.5,0.1695881781086639
2,3.5,0.11203959737844804
3,4.5,0.08197339777585821
4,5.5,0.06380249900736912
5,6.5,0.05176091112333003
6,7.5,0.04325734139051507
7,8.5,0.03696622560173668
8,9.5,0.03214353963923988
9,10.5,0.028341421990526805
10,11.5,0.02527513772626311
11,12.5,0.022755530171581828
12,13.5,0.020652316698689055
13,14.5,0.0188730116147674
14,15.5,0.017350254019275035
15,16.5,0.016033887521648027
16,17.5,0.014885842645911085
17,18.5,0.013876733539871289
18,19.5,0.012983536959372044
19,20.5,0.01218797374597036
20,21.5,0.011475357624752491
21,22.5,0.010833761759536098
22,23.5,0.010253405655333059
23,24.5,0.009726197591849894
24,25.5,0.009245388616797023
25,26.5,0.008805307739886081
26,27.5,0.008401157027605355
27,28.5,0.008028851433467432
28,29.5,0.007684892419197786
29,30.5,0.007366267369204427
30,31.5,0.007070368886162304
31,32.5,0.006794929550080542
32,33.5,0.006537968806815453
33,34.5,0.006297749446223189
34,35.5,0.006072741718228136
35,36.5,0.005861593574680968
36,37.5,0.005663105856426487
37,38.5,0.005476211497168038
38,39.5,0.005299958009016836
39,40.5,0.005133492663913164
40,41.5,0.004976049901226576
41,42.5,0.004826940582763006
42,43.5,0.00468554278804989
43,44.5,0.0045512938995628804
44,45.5,0.004423683772833753
45,46.5,0.004302248822672938
46,47.5,0.004186566885983178
47,48.5,0.00407625274532053
48,49.5,0.003970954216623301
49,50.5,0.0038703487202744746
50,51.5,0.0037741402675849356
51,52.5,0.0036820568054357627
52,53.5,0.003593847870630884
53,54.5,0.0035092825128310023
54,55.5,0.003428147451043251
55,56.5,0.0033502454337450693
56,57.5,0.003275393777008029
57,58.5,0.0032034230585944456
58,59.5,0.0031341759490508547
59,60.5,0.003067506163404232
60,61.5,0.0030032775192636585
61,62.5,0.002941363089001503
62,63.5,0.002881644435286046
63,64.5,0.0028240109206091324
64,65.5,0.0027683590826289572
65,66.5,0.002714592068160271
66,67.5,0.00266261911952137
67,68.5,0.002612355107701858
68,69.5,0.0025637201074729665
69,70.5,0.0025166390101312164
70,71.5,0.0024710411700642476
71,72.5,0.0024268600817591857
72,73.5,0.0023840330842539448
73,74.5,0.0023425010903639354
74,75.5,0.0023022083383062997
75,76.5,0.0022631021636015936
76,77.5,0.0022251327893576534
77,78.5,0.0021882531332391153
78,79.5,0.0021524186296021375
79,80.5,0.002117587065430082
80,81.5,0.002083718428843029
81,82.5,0.0020507747690770017
82,83.5,0.002018720066937596
83,84.5,0.00198752011483061
84,85.5,0.001957142405557666
85,86.5,0.0019275560291424076
86,87.5,0.0018987315770231383
87,88.5,0.0018706410530078266
88,89.5,0.0018432577904449188
89,90.5,0.0018165563751119107
90,91.5,0.0017905125733685967
91,92.5,0.0017651032651632148
92,93.5,0.0017403063815149
93,94.5,0.001716100846129498
94,95.5,0.0016924665208348788
95,96.5,0.0016693841545490917
96,97.5,0.0016468353355189036
97,98.5,0.001624802446587914
98,99.5,0.0016032686232732019
99,100.5,0.0015822177144492189
100,101.5,0.0015616342454514154
101,102.5,0.001541503383429288
102,103.5,0.0015218109047911987
103,104.5,0.0015025431645956377
104,105.5,0.0014836870677555902
105,106.5,0.0014652300419326636
106,107.5,0.0014471600120062877
107,108.5,0.0014294653760140719
108,109.5,0.001412134982464286
109,110.5,0.001395158108932426
110,111.5,0.001378524441856599
111,112.5,0.0013622240574554523
112,113.5,0.001346247403697154
113,114.5,0.001330585283251584
114,115.5,0.0013152288373661225
115,116.5,0.0013001695306055217
116,117.5,0.0012853991364035755
117,118.5,0.0012709097233771782
118,119.5,0.0012566936423556996
119,120.5,0.0012427435140833776
120,121.5,0.0012290522175542051
121,122.5,0.0012156128789418963
122,123.5,0.00120241886108996
123,124.5,0.0011894637535297958
124,125.5,0.0011767413629955037
125,126.5,0.0011642457044074295
126,127.5,0.0011519709922978016
127,128.5,0.0011399116326534786
128,129.5,0.001128062215151937
129,130.5,0.0011164175057699621
130,131.5,0.001104972439742835
131,132.5,0.0010937221148560328
132,133.5,0.00108266178505112
133,134.5,0.0010717868543285158
134,135.5,0.0010610928709314793
135,136.5,0.0010505755217971036
136,137.5,0.0010402306272584427
137,138.5,0.0010300541359867799
138,139.5,0.0010200421201599363
139,140.5,0.0010101907708456315
140,141.5,0.001000496393588901
141,142.5,0.000990955404193139
142,143.5,0.0009815643246846584
143,144.5,0.0009723197794520022
144,145.5,0.00096321849155101
145,146.5,0.0009542572791679804
146,147.5,0.0009454330522318255
147,148.5,0.0009367428091696661
148,149.5,0.0009281836337979854
149,150.5,0.000919752692342346
150,151.5,0.0009114472305806753
151,152.5,0.000903264571103457
152,153.5,0.0008952021106852781
153,154.5,0.0008872573177631793
154,155.5,0.0008794277300161468
155,156.5,0.0008717109520408606
156,157.5,0.0008641046531208119
